,id,Region,Taxonomy,Dwellings,Buildings,Repl_cost_USD_m2,No_of_storeys,Dwl_per_storey,Dwl_area_m2
1633,AREA # 06108,Machalí,"CR/LWAL/DNO/H:1,3",201.65,50.4,256000.0,2.0,2,80
1634,AREA # 06108,Machalí,"CR/LWAL/DNO/H:4,7",2.9499999999999997,0.2,960000.0,5.0,3,80
1635,AREA # 06108,Machalí,"CR/LWAL/DUC/H:1,3",271.95000000000005,68.0,308000.0,2.0,2,70
1636,AREA # 06108,Machalí,"CR/LWAL/DUC/H:4,7",3.0500000000000003,0.2,1155000.0,5.0,3,70
1637,AREA # 06108,Machalí,"CR/LWAL/DUC/H:8,19",0.3,0.0,3696000.0,12.0,4,70
1638,AREA # 06108,Machalí,ER+ETR/H:1,13.0,13.0,35000.0,1.0,1,70
1639,AREA # 06108,Machalí,"ER+ETR/H:1,2",132.20000000000002,105.8,43750.0,1.25,1,70
1640,AREA # 06108,Machalí,MCF/DNO/H:1,366.6,366.6,35000.0,1.0,1,70
1641,AREA # 06108,Machalí,"MCF/DNO/H:1,3",967.2999999999998,644.9,84000.0,1.5,1,70
1642,AREA # 06108,Machalí,"MCF/DUC/H:1,3",396.9,99.2,256000.0,2.0,2,80
1643,AREA # 06108,Machalí,"MR/DNO/H:1,3",1002.3500000000003,200.5,320000.0,2.5,2,80
1644,AREA # 06108,Machalí,"MR/DUC/H:1,3",273.92999999999995,54.8,385000.0,2.5,2,70
1645,AREA # 06108,Machalí,MUR+ADO/H:1,26.799999999999997,26.8,35000.0,1.0,1,70
1646,AREA # 06108,Machalí,"MUR+ADO/H:1,2",528.8000000000001,423.0,43750.0,1.25,1,70
1647,AREA # 06108,Machalí,"MUR+STDRE/H:1,2",9.88,7.9,43750.0,1.25,1,70
1648,AREA # 06108,Machalí,"MUR/H:1,3",757.9399999999999,505.3,52500.0,1.5,1,70
1649,AREA # 06108,Machalí,UNK,141.89999999999998,141.9,35000.0,1.0,1,70
1650,AREA # 06108,Machalí,W+WLI/H:1,223.9,223.9,64000.0,1.0,1,80
1651,AREA # 06108,Machalí,"W+WLI/H:1,3",1069.4,712.9,96000.0,1.5,1,80
1652,AREA # 06108,Machalí,W+WS/H:1,102.39999999999999,102.4,35000.0,1.0,1,70
1653,AREA # 06108,Machalí,"W+WS/H:1,2",272.6,218.1,43750.0,1.25,1,70
1654,AREA # 06109,Malloa,"CR+PC/LWAL/H:1,3",7.000000000000001,1.4,320000.0,2.5,2,80
1655,AREA # 06109,Malloa,"CR/LWAL/DNO/H:1,3",3.0,0.8,256000.0,2.0,2,80
1656,AREA # 06109,Malloa,"CR/LWAL/DNO/H:4,7",0.4,0.0,960000.0,5.0,3,80
1657,AREA # 06109,Malloa,"CR/LWAL/DUC/H:1,3",29.0,7.3,308000.0,2.0,2,70
1658,AREA # 06109,Malloa,"CR/LWAL/DUC/H:4,7",0.4,0.0,1155000.0,5.0,3,70
1659,AREA # 06109,Malloa,ER+ETR/H:1,4.4,4.4,35000.0,1.0,1,70
1660,AREA # 06109,Malloa,"ER+ETR/H:1,2",23.0,18.4,43750.0,1.25,1,70
1661,AREA # 06109,Malloa,MCF/DNO/H:1,78.10000000000001,78.1,35000.0,1.0,1,70
1662,AREA # 06109,Malloa,"MCF/DNO/H:1,3",164.8,109.9,84000.0,1.5,1,70
1663,AREA # 06109,Malloa,"MCF/DUC/H:1,3",53.05,13.3,256000.0,2.0,2,80
1664,AREA # 06109,Malloa,"MR/DNO/H:1,3",161.1,32.2,320000.0,2.5,2,80
1665,AREA # 06109,Malloa,"MR/DUC/H:1,3",31.330000000000002,6.3,385000.0,2.5,2,70
1666,AREA # 06109,Malloa,MUR+ADO/H:1,8.6,8.6,35000.0,1.0,1,70
1667,AREA # 06109,Malloa,"MUR+ADO/H:1,2",92.0,73.6,43750.0,1.25,1,70
1668,AREA # 06109,Malloa,"MUR+STDRE/H:1,2",0.18,0.1,43750.0,1.25,1,70
1669,AREA # 06109,Malloa,"MUR/H:1,3",122.64000000000001,81.8,52500.0,1.5,1,70
1670,AREA # 06109,Malloa,UNK,48.099999999999994,48.1,35000.0,1.0,1,70
1671,AREA # 06109,Malloa,W+WLI/H:1,115.89999999999999,115.9,64000.0,1.0,1,80
1672,AREA # 06109,Malloa,"W+WLI/H:1,3",192.40000000000003,128.3,96000.0,1.5,1,80
1673,AREA # 06109,Malloa,W+WS/H:1,39.0,39.0,35000.0,1.0,1,70
1674,AREA # 06109,Malloa,"W+WS/H:1,2",48.60000000000001,38.9,43750.0,1.25,1,70
1675,AREA # 06110,Mostazal,"CR+PC/LWAL/H:1,3",14.900000000000002,3.0,320000.0,2.5,2,80
1676,AREA # 06110,Mostazal,"CR/LWAL/DNO/H:1,3",37.24999999999999,9.3,256000.0,2.0,2,80
1677,AREA # 06110,Mostazal,"CR/LWAL/DNO/H:4,7",2.5,0.2,960000.0,5.0,3,80
1678,AREA # 06110,Mostazal,"CR/LWAL/DUC/H:1,3",114.85000000000001,28.7,308000.0,2.0,2,70
1679,AREA # 06110,Mostazal,"CR/LWAL/DUC/H:4,7",2.5,0.2,1155000.0,5.0,3,70
1680,AREA # 06110,Mostazal,ER+ETR/H:1,23.6,23.6,35000.0,1.0,1,70
1681,AREA # 06110,Mostazal,"ER+ETR/H:1,2",163.60000000000002,130.9,43750.0,1.25,1,70
1682,AREA # 06110,Mostazal,MCF/DNO/H:1,292.15,292.1,35000.0,1.0,1,70
1683,AREA # 06110,Mostazal,"MCF/DNO/H:1,3",653.1,435.4,84000.0,1.5,1,70
1684,AREA # 06110,Mostazal,"MCF/DUC/H:1,3",218.05,54.5,256000.0,2.0,2,80
1685,AREA # 06110,Mostazal,"MR/DNO/H:1,3",620.15,124.0,320000.0,2.5,2,80
1686,AREA # 06110,Mostazal,"MR/DUC/H:1,3",142.61,28.5,385000.0,2.5,2,70
1687,AREA # 06110,Mostazal,MUR+ADO/H:1,42.79999999999999,42.8,35000.0,1.0,1,70
1688,AREA # 06110,Mostazal,"MUR+ADO/H:1,2",654.4000000000001,523.5,43750.0,1.25,1,70
1689,AREA # 06110,Mostazal,"MUR+STDRE/H:1,2",2.16,1.7,43750.0,1.25,1,70
1690,AREA # 06110,Mostazal,"MUR/H:1,3",464.78000000000003,309.9,52500.0,1.5,1,70
1691,AREA # 06110,Mostazal,UNK,95.7,95.7,35000.0,1.0,1,70
1692,AREA # 06110,Mostazal,W+WLI/H:1,200.2,200.2,64000.0,1.0,1,80
1693,AREA # 06110,Mostazal,"W+WLI/H:1,3",606.9000000000001,404.6,96000.0,1.5,1,80
1694,AREA # 06110,Mostazal,W+WS/H:1,92.7,92.7,35000.0,1.0,1,70
1695,AREA # 06110,Mostazal,"W+WS/H:1,2",154.10000000000002,123.3,43750.0,1.25,1,70
1696,AREA # 06111,Olivar,"CR+PC/LWAL/H:1,3",18.0,3.6,320000.0,2.5,2,80
1697,AREA # 06111,Olivar,"CR/LWAL/DNO/H:1,3",25.2,6.3,256000.0,2.0,2,80
1698,AREA # 06111,Olivar,"CR/LWAL/DNO/H:4,7",3.3999999999999995,0.2,960000.0,5.0,3,80
1699,AREA # 06111,Olivar,"CR/LWAL/DUC/H:1,3",39.1,9.8,308000.0,2.0,2,70
1700,AREA # 06111,Olivar,"CR/LWAL/DUC/H:4,7",1.5,0.1,1155000.0,5.0,3,70
1701,AREA # 06111,Olivar,"CR/LWAL/DUC/H:8,19",0.6,0.0,3696000.0,12.0,4,70
1702,AREA # 06111,Olivar,ER+ETR/H:1,6.2,6.2,35000.0,1.0,1,70
1703,AREA # 06111,Olivar,"ER+ETR/H:1,2",40.8,32.6,43750.0,1.25,1,70
1704,AREA # 06111,Olivar,MCF/DNO/H:1,89.15,89.2,35000.0,1.0,1,70
1705,AREA # 06111,Olivar,"MCF/DNO/H:1,3",207.79999999999998,138.5,84000.0,1.5,1,70
1706,AREA # 06111,Olivar,"MCF/DUC/H:1,3",77.60000000000001,19.4,256000.0,2.0,2,80
1707,AREA # 06111,Olivar,"MR/DNO/H:1,3",196.25,39.3,320000.0,2.5,2,80
1708,AREA # 06111,Olivar,"MR/DUC/H:1,3",46.640000000000015,9.3,385000.0,2.5,2,70
1709,AREA # 06111,Olivar,MUR+ADO/H:1,12.799999999999999,12.8,35000.0,1.0,1,70
1710,AREA # 06111,Olivar,"MUR+ADO/H:1,2",163.2,130.6,43750.0,1.25,1,70
1711,AREA # 06111,Olivar,"MUR+STDRE/H:1,2",1.6400000000000001,1.3,43750.0,1.25,1,70
1712,AREA # 06111,Olivar,"MUR/H:1,3",148.12,98.7,52500.0,1.5,1,70
1713,AREA # 06111,Olivar,UNK,71.0,71.0,35000.0,1.0,1,70
1714,AREA # 06111,Olivar,W+WLI/H:1,153.0,153.0,64000.0,1.0,1,80
1715,AREA # 06111,Olivar,"W+WLI/H:1,3",532.6,355.1,96000.0,1.5,1,80
1716,AREA # 06111,Olivar,W+WS/H:1,45.99999999999999,46.0,35000.0,1.0,1,70
1717,AREA # 06111,Olivar,"W+WS/H:1,2",135.4,108.3,43750.0,1.25,1,70
1718,AREA # 06112,Peumo,"CR+PC/LWAL/H:1,3",6.2,1.2,320000.0,2.5,2,80
1719,AREA # 06112,Peumo,"CR/LWAL/DNO/H:1,3",9.0,2.3,256000.0,2.0,2,80
1720,AREA # 06112,Peumo,"CR/LWAL/DNO/H:4,7",7.099999999999999,0.5,960000.0,5.0,3,80
1721,AREA # 06112,Peumo,"CR/LWAL/DUC/H:1,3",80.5,20.1,308000.0,2.0,2,70
1722,AREA # 06112,Peumo,"CR/LWAL/DUC/H:4,7",2.8000000000000003,0.2,1155000.0,5.0,3,70
1723,AREA # 06112,Peumo,"CR/LWAL/DUC/H:8,19",1.8,0.0,3696000.0,12.0,4,70
1724,AREA # 06112,Peumo,ER+ETR/H:1,5.8999999999999995,5.9,35000.0,1.0,1,70
1725,AREA # 06112,Peumo,"ER+ETR/H:1,2",51.2,41.0,43750.0,1.25,1,70
1726,AREA # 06112,Peumo,MCF/DNO/H:1,118.4,118.4,35000.0,1.0,1,70
1727,AREA # 06112,Peumo,"MCF/DNO/H:1,3",289.45,193.0,84000.0,1.5,1,70
1728,AREA # 06112,Peumo,"MCF/DUC/H:1,3",110.30000000000003,27.6,256000.0,2.0,2,80
1729,AREA # 06112,Peumo,"MR/DNO/H:1,3",303.34999999999997,60.7,320000.0,2.5,2,80
1730,AREA # 06112,Peumo,"MR/DUC/H:1,3",84.86000000000003,17.0,385000.0,2.5,2,70
1731,AREA # 06112,Peumo,MUR+ADO/H:1,12.099999999999998,12.1,35000.0,1.0,1,70
1732,AREA # 06112,Peumo,"MUR+ADO/H:1,2",204.8,163.8,43750.0,1.25,1,70
1733,AREA # 06112,Peumo,"MUR+STDRE/H:1,2",0.46,0.4,43750.0,1.25,1,70
1734,AREA # 06112,Peumo,"MUR/H:1,3",238.78000000000003,159.2,52500.0,1.5,1,70
1735,AREA # 06112,Peumo,UNK,43.099999999999994,43.1,35000.0,1.0,1,70
1736,AREA # 06112,Peumo,W+WLI/H:1,92.39999999999999,92.4,64000.0,1.0,1,80
1737,AREA # 06112,Peumo,"W+WLI/H:1,3",219.5,146.3,96000.0,1.5,1,80
1738,AREA # 06112,Peumo,W+WS/H:1,31.499999999999993,31.5,35000.0,1.0,1,70
1739,AREA # 06112,Peumo,"W+WS/H:1,2",55.5,44.4,43750.0,1.25,1,70
1740,AREA # 06113,Pichidegua,"CR+PC/LWAL/H:1,3",4.800000000000001,1.0,320000.0,2.5,2,80
1741,AREA # 06113,Pichidegua,"CR/LWAL/DNO/H:1,3",1.2,0.3,256000.0,2.0,2,80
1742,AREA # 06113,Pichidegua,"CR/LWAL/DNO/H:4,7",0.2,0.0,960000.0,5.0,3,80
1743,AREA # 06113,Pichidegua,"CR/LWAL/DUC/H:1,3",35.2,8.8,308000.0,2.0,2,70
1744,AREA # 06113,Pichidegua,"CR/LWAL/DUC/H:4,7",0.2,0.0,1155000.0,5.0,3,70
1745,AREA # 06113,Pichidegua,ER+ETR/H:1,6.8999999999999995,6.9,35000.0,1.0,1,70
1746,AREA # 06113,Pichidegua,"ER+ETR/H:1,2",72.80000000000001,58.2,43750.0,1.25,1,70
1747,AREA # 06113,Pichidegua,MCF/DNO/H:1,85.30000000000001,85.3,35000.0,1.0,1,70
1748,AREA # 06113,Pichidegua,"MCF/DNO/H:1,3",179.39999999999998,119.6,84000.0,1.5,1,70
1749,AREA # 06113,Pichidegua,"MCF/DUC/H:1,3",57.349999999999994,14.3,256000.0,2.0,2,80
1750,AREA # 06113,Pichidegua,"MR/DNO/H:1,3",178.75,35.8,320000.0,2.5,2,80
1751,AREA # 06113,Pichidegua,"MR/DUC/H:1,3",36.64,7.3,385000.0,2.5,2,70
1752,AREA # 06113,Pichidegua,MUR+ADO/H:1,10.9,10.9,35000.0,1.0,1,70
1753,AREA # 06113,Pichidegua,"MUR+ADO/H:1,2",291.20000000000005,233.0,43750.0,1.25,1,70
1754,AREA # 06113,Pichidegua,"MUR+STDRE/H:1,2",0.04,0.0,43750.0,1.25,1,70
1755,AREA # 06113,Pichidegua,"MUR/H:1,3",137.92000000000002,91.9,52500.0,1.5,1,70
1756,AREA # 06113,Pichidegua,UNK,36.0,36.0,35000.0,1.0,1,70
1757,AREA # 06113,Pichidegua,W+WLI/H:1,35.4,35.4,64000.0,1.0,1,80
1758,AREA # 06113,Pichidegua,"W+WLI/H:1,3",127.90000000000002,85.3,96000.0,1.5,1,80
1759,AREA # 06113,Pichidegua,W+WS/H:1,23.799999999999997,23.8,35000.0,1.0,1,70
1760,AREA # 06113,Pichidegua,"W+WS/H:1,2",32.10000000000001,25.7,43750.0,1.25,1,70
1761,AREA # 06114,Quinta de Tilcoco,"CR+PC/LWAL/H:1,3",4.0,0.8,320000.0,2.5,2,80
1762,AREA # 06114,Quinta de Tilcoco,"CR/LWAL/DNO/H:1,3",13.200000000000001,3.3,256000.0,2.0,2,80
1763,AREA # 06114,Quinta de Tilcoco,"CR/LWAL/DNO/H:4,7",0.2,0.0,960000.0,5.0,3,80
1764,AREA # 06114,Quinta de Tilcoco,"CR/LWAL/DUC/H:1,3",32.400000000000006,8.1,308000.0,2.0,2,70
1765,AREA # 06114,Quinta de Tilcoco,"CR/LWAL/DUC/H:4,7",0.2,0.0,1155000.0,5.0,3,70
1766,AREA # 06114,Quinta de Tilcoco,ER+ETR/H:1,8.9,8.9,35000.0,1.0,1,70
1767,AREA # 06114,Quinta de Tilcoco,"ER+ETR/H:1,2",44.4,35.5,43750.0,1.25,1,70
1768,AREA # 06114,Quinta de Tilcoco,MCF/DNO/H:1,86.1,86.1,35000.0,1.0,1,70
1769,AREA # 06114,Quinta de Tilcoco,"MCF/DNO/H:1,3",175.65,117.1,84000.0,1.5,1,70
1770,AREA # 06114,Quinta de Tilcoco,"MCF/DUC/H:1,3",54.85000000000001,13.7,256000.0,2.0,2,80
1771,AREA # 06114,Quinta de Tilcoco,"MR/DNO/H:1,3",171.55,34.3,320000.0,2.5,2,80
1772,AREA # 06114,Quinta de Tilcoco,"MR/DUC/H:1,3",32.61,6.5,385000.0,2.5,2,70
1773,AREA # 06114,Quinta de Tilcoco,MUR+ADO/H:1,18.9,18.9,35000.0,1.0,1,70
1774,AREA # 06114,Quinta de Tilcoco,"MUR+ADO/H:1,2",177.6,142.1,43750.0,1.25,1,70
1775,AREA # 06114,Quinta de Tilcoco,"MUR+STDRE/H:1,2",0.76,0.6,43750.0,1.25,1,70
1776,AREA # 06114,Quinta de Tilcoco,"MUR/H:1,3",134.48000000000002,89.7,52500.0,1.5,1,70
1777,AREA # 06114,Quinta de Tilcoco,UNK,23.7,23.7,35000.0,1.0,1,70
1778,AREA # 06114,Quinta de Tilcoco,W+WLI/H:1,93.4,93.4,64000.0,1.0,1,80
1779,AREA # 06114,Quinta de Tilcoco,"W+WLI/H:1,3",279.8,186.5,96000.0,1.5,1,80
1780,AREA # 06114,Quinta de Tilcoco,W+WS/H:1,27.1,27.1,35000.0,1.0,1,70
1781,AREA # 06114,Quinta de Tilcoco,"W+WS/H:1,2",71.2,57.0,43750.0,1.25,1,70
1782,AREA # 06115,Rengo,"CR+PC/LWAL/H:1,3",56.400000000000006,11.3,320000.0,2.5,2,80
1783,AREA # 06115,Rengo,"CR/LWAL/DNO/H:1,3",152.45,38.1,256000.0,2.0,2,80
1784,AREA # 06115,Rengo,"CR/LWAL/DNO/H:4,7",21.25,1.4,960000.0,5.0,3,80
1785,AREA # 06115,Rengo,"CR/LWAL/DUC/H:1,3",308.35,77.1,308000.0,2.0,2,70
1786,AREA # 06115,Rengo,"CR/LWAL/DUC/H:4,7",13.549999999999999,0.9,1155000.0,5.0,3,70
1787,AREA # 06115,Rengo,"CR/LWAL/DUC/H:8,19",2.1,0.0,3696000.0,12.0,4,70
1788,AREA # 06115,Rengo,ER+ETR/H:1,14.7,14.7,35000.0,1.0,1,70
1789,AREA # 06115,Rengo,"ER+ETR/H:1,2",123.6,98.9,43750.0,1.25,1,70
1790,AREA # 06115,Rengo,MCF/DNO/H:1,776.1000000000001,776.1,35000.0,1.0,1,70
1791,AREA # 06115,Rengo,"MCF/DNO/H:1,3",1826.7500000000002,1217.8,84000.0,1.5,1,70
1792,AREA # 06115,Rengo,"MCF/DUC/H:1,3",635.1499999999999,158.8,256000.0,2.0,2,80
1793,AREA # 06115,Rengo,"MR/DNO/H:1,3",1703.1000000000001,340.6,320000.0,2.5,2,80
1794,AREA # 06115,Rengo,"MR/DUC/H:1,3",417.3399999999999,83.5,385000.0,2.5,2,70
1795,AREA # 06115,Rengo,MUR+ADO/H:1,34.3,34.3,35000.0,1.0,1,70
1796,AREA # 06115,Rengo,"MUR+ADO/H:1,2",494.4,395.5,43750.0,1.25,1,70
1797,AREA # 06115,Rengo,"MUR+STDRE/H:1,2",11.440000000000001,9.2,43750.0,1.25,1,70
1798,AREA # 06115,Rengo,"MUR/H:1,3",1245.0200000000002,830.0,52500.0,1.5,1,70
1799,AREA # 06115,Rengo,UNK,188.6,188.6,35000.0,1.0,1,70
1800,AREA # 06115,Rengo,W+WLI/H:1,359.4000000000001,359.4,64000.0,1.0,1,80
1801,AREA # 06115,Rengo,"W+WLI/H:1,3",1000.9000000000001,667.3,96000.0,1.5,1,80
1802,AREA # 06115,Rengo,W+WS/H:1,140.0,140.0,35000.0,1.0,1,70
1803,AREA # 06115,Rengo,"W+WS/H:1,2",256.1,204.9,43750.0,1.25,1,70
1804,AREA # 06116,Requínoa,"CR+PC/LWAL/H:1,3",8.0,1.6,320000.0,2.5,2,80
1805,AREA # 06116,Requínoa,"CR/LWAL/DNO/H:1,3",25.8,6.5,256000.0,2.0,2,80
1806,AREA # 06116,Requínoa,"CR/LWAL/DUC/H:1,3",71.2,17.8,308000.0,2.0,2,70
1807,AREA # 06116,Requínoa,ER+ETR/H:1,10.1,10.1,35000.0,1.0,1,70
1808,AREA # 06116,Requínoa,"ER+ETR/H:1,2",63.2,50.6,43750.0,1.25,1,70
1809,AREA # 06116,Requínoa,MCF/DNO/H:1,156.89999999999998,156.9,35000.0,1.0,1,70
1810,AREA # 06116,Requínoa,"MCF/DNO/H:1,3",336.6,224.4,84000.0,1.5,1,70
1811,AREA # 06116,Requínoa,"MCF/DUC/H:1,3",111.35000000000002,27.8,256000.0,2.0,2,80
1812,AREA # 06116,Requínoa,"MR/DNO/H:1,3",335.99999999999994,67.2,320000.0,2.5,2,80
1813,AREA # 06116,Requínoa,"MR/DUC/H:1,3",70.92999999999999,14.2,385000.0,2.5,2,70
1814,AREA # 06116,Requínoa,MUR+ADO/H:1,21.499999999999996,21.5,35000.0,1.0,1,70
1815,AREA # 06116,Requínoa,"MUR+ADO/H:1,2",252.8,202.2,43750.0,1.25,1,70
1816,AREA # 06116,Requínoa,"MUR+STDRE/H:1,2",1.58,1.3,43750.0,1.25,1,70
1817,AREA # 06116,Requínoa,"MUR/H:1,3",266.64000000000004,177.8,52500.0,1.5,1,70
1818,AREA # 06116,Requínoa,UNK,48.8,48.8,35000.0,1.0,1,70
1819,AREA # 06116,Requínoa,W+WLI/H:1,199.00000000000003,199.0,64000.0,1.0,1,80
1820,AREA # 06116,Requínoa,"W+WLI/H:1,3",676.6000000000001,451.1,96000.0,1.5,1,80
1821,AREA # 06116,Requínoa,W+WS/H:1,51.6,51.6,35000.0,1.0,1,70
1822,AREA # 06116,Requínoa,"W+WS/H:1,2",173.40000000000003,138.7,43750.0,1.25,1,70
1823,AREA # 06117,San Vicente,"CR+PC/LWAL/H:1,3",17.700000000000003,3.5,320000.0,2.5,2,80
1824,AREA # 06117,San Vicente,"CR/LWAL/DNO/H:1,3",74.4,18.6,256000.0,2.0,2,80
1825,AREA # 06117,San Vicente,"CR/LWAL/DNO/H:4,7",1.35,0.1,960000.0,5.0,3,80
1826,AREA # 06117,San Vicente,"CR/LWAL/DUC/H:1,3",229.30000000000004,57.3,308000.0,2.0,2,70
1827,AREA # 06117,San Vicente,"CR/LWAL/DUC/H:4,7",1.65,0.1,1155000.0,5.0,3,70
1828,AREA # 06117,San Vicente,"CR/LWAL/DUC/H:8,19",0.8999999999999999,0.0,3696000.0,12.0,4,70
1829,AREA # 06117,San Vicente,ER+ETR/H:1,26.200000000000003,26.2,35000.0,1.0,1,70
1830,AREA # 06117,San Vicente,"ER+ETR/H:1,2",153.8,123.0,43750.0,1.25,1,70
1831,AREA # 06117,San Vicente,MCF/DNO/H:1,443.0000000000001,443.0,35000.0,1.0,1,70
1832,AREA # 06117,San Vicente,"MCF/DNO/H:1,3",978.05,652.0,84000.0,1.5,1,70
1833,AREA # 06117,San Vicente,"MCF/DUC/H:1,3",333.20000000000005,83.3,256000.0,2.0,2,80
1834,AREA # 06117,San Vicente,"MR/DNO/H:1,3",995.7999999999998,199.2,320000.0,2.5,2,80
1835,AREA # 06117,San Vicente,"MR/DUC/H:1,3",228.83000000000007,45.8,385000.0,2.5,2,70
1836,AREA # 06117,San Vicente,MUR+ADO/H:1,41.8,41.8,35000.0,1.0,1,70
1837,AREA # 06117,San Vicente,"MUR+ADO/H:1,2",615.2,492.2,43750.0,1.25,1,70
1838,AREA # 06117,San Vicente,"MUR+STDRE/H:1,2",5.28,4.2,43750.0,1.25,1,70
1839,AREA # 06117,San Vicente,"MUR/H:1,3",788.5400000000002,525.7,52500.0,1.5,1,70
1840,AREA # 06117,San Vicente,UNK,93.69999999999999,93.7,35000.0,1.0,1,70
1841,AREA # 06117,San Vicente,W+WLI/H:1,160.0,160.0,64000.0,1.0,1,80
1842,AREA # 06117,San Vicente,"W+WLI/H:1,3",538.0,358.7,96000.0,1.5,1,80
1843,AREA # 06117,San Vicente,W+WS/H:1,73.30000000000001,73.3,35000.0,1.0,1,70
1844,AREA # 06117,San Vicente,"W+WS/H:1,2",136.0,108.8,43750.0,1.25,1,70
1845,AREA # 06201,Pichilemu,"CR+PC/LWAL/H:1,3",4.4,0.9,320000.0,2.5,2,80
1846,AREA # 06201,Pichilemu,"CR/LWAL/DNO/H:1,3",29.45,7.4,256000.0,2.0,2,80
1847,AREA # 06201,Pichilemu,"CR/LWAL/DNO/H:4,7",1.0,0.1,960000.0,5.0,3,80
1848,AREA # 06201,Pichilemu,"CR/LWAL/DUC/H:1,3",71.25,17.8,308000.0,2.0,2,70
1849,AREA # 06201,Pichilemu,"CR/LWAL/DUC/H:4,7",1.0,0.1,1155000.0,5.0,3,70
1850,AREA # 06201,Pichilemu,ER+ETR/H:1,4.5,4.5,35000.0,1.0,1,70
1851,AREA # 06201,Pichilemu,"ER+ETR/H:1,2",53.2,42.6,43750.0,1.25,1,70
1852,AREA # 06201,Pichilemu,MCF/DNO/H:1,66.80000000000001,66.8,35000.0,1.0,1,70
1853,AREA # 06201,Pichilemu,"MCF/DNO/H:1,3",201.55,134.4,84000.0,1.5,1,70
1854,AREA # 06201,Pichilemu,"MCF/DUC/H:1,3",89.75,22.4,256000.0,2.0,2,80
1855,AREA # 06201,Pichilemu,"MR/DNO/H:1,3",221.65,44.3,320000.0,2.5,2,80
1856,AREA # 06201,Pichilemu,"MR/DUC/H:1,3",73.72999999999999,14.7,385000.0,2.5,2,70
1857,AREA # 06201,Pichilemu,MUR+ADO/H:1,10.499999999999998,10.5,35000.0,1.0,1,70
1858,AREA # 06201,Pichilemu,"MUR+ADO/H:1,2",212.8,170.2,43750.0,1.25,1,70
1859,AREA # 06201,Pichilemu,"MUR+STDRE/H:1,2",1.58,1.3,43750.0,1.25,1,70
1860,AREA # 06201,Pichilemu,"MUR/H:1,3",174.84,116.6,52500.0,1.5,1,70
1861,AREA # 06201,Pichilemu,UNK,144.1,144.1,35000.0,1.0,1,70
1862,AREA # 06201,Pichilemu,W+WLI/H:1,163.6,163.6,64000.0,1.0,1,80
1863,AREA # 06201,Pichilemu,"W+WLI/H:1,3",772.4000000000001,514.9,96000.0,1.5,1,80
1864,AREA # 06201,Pichilemu,W+WS/H:1,76.29999999999998,76.3,35000.0,1.0,1,70
1865,AREA # 06201,Pichilemu,"W+WS/H:1,2",195.60000000000002,156.5,43750.0,1.25,1,70
1866,AREA # 06202,La Estrella,"CR+PC/LWAL/H:1,3",1.5999999999999999,0.3,320000.0,2.5,2,80
1867,AREA # 06202,La Estrella,"CR/LWAL/DNO/H:1,3",4.8,1.2,256000.0,2.0,2,80
1868,AREA # 06202,La Estrella,"CR/LWAL/DUC/H:1,3",10.4,2.6,308000.0,2.0,2,70
1869,AREA # 06202,La Estrella,ER+ETR/H:1,0.3,0.3,35000.0,1.0,1,70
1870,AREA # 06202,La Estrella,"ER+ETR/H:1,2",32.6,26.1,43750.0,1.25,1,70
1871,AREA # 06202,La Estrella,MCF/DNO/H:1,13.3,13.3,35000.0,1.0,1,70
1872,AREA # 06202,La Estrella,"MCF/DNO/H:1,3",35.1,23.4,84000.0,1.5,1,70
1873,AREA # 06202,La Estrella,"MCF/DUC/H:1,3",14.1,3.5,256000.0,2.0,2,80
1874,AREA # 06202,La Estrella,"MR/DNO/H:1,3",37.3,7.5,320000.0,2.5,2,80
1875,AREA # 06202,La Estrella,"MR/DUC/H:1,3",10.32,2.1,385000.0,2.5,2,70
1876,AREA # 06202,La Estrella,MUR+ADO/H:1,0.7,0.7,35000.0,1.0,1,70
1877,AREA # 06202,La Estrella,"MUR+ADO/H:1,2",130.4,104.3,43750.0,1.25,1,70
1878,AREA # 06202,La Estrella,"MUR+STDRE/H:1,2",0.32,0.3,43750.0,1.25,1,70
1879,AREA # 06202,La Estrella,"MUR/H:1,3",28.759999999999998,19.2,52500.0,1.5,1,70
1880,AREA # 06202,La Estrella,UNK,37.4,37.4,35000.0,1.0,1,70
1881,AREA # 06202,La Estrella,W+WLI/H:1,4.8,4.8,64000.0,1.0,1,80
1882,AREA # 06202,La Estrella,"W+WLI/H:1,3",39.900000000000006,26.6,96000.0,1.5,1,80
1883,AREA # 06202,La Estrella,W+WS/H:1,16.8,16.8,35000.0,1.0,1,70
1884,AREA # 06202,La Estrella,"W+WS/H:1,2",10.100000000000001,8.1,43750.0,1.25,1,70
1885,AREA # 06203,Litueche,"CR+PC/LWAL/H:1,3",1.2,0.2,320000.0,2.5,2,80
1886,AREA # 06203,Litueche,"CR/LWAL/DNO/H:1,3",2.4,0.6,256000.0,2.0,2,80
1887,AREA # 06203,Litueche,"CR/LWAL/DUC/H:1,3",16.0,4.0,308000.0,2.0,2,70
1888,AREA # 06203,Litueche,ER+ETR/H:1,2.5999999999999996,2.6,35000.0,1.0,1,70
1889,AREA # 06203,Litueche,"ER+ETR/H:1,2",23.0,18.4,43750.0,1.25,1,70
1890,AREA # 06203,Litueche,MCF/DNO/H:1,32.4,32.4,35000.0,1.0,1,70
